S. No.,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms
7855,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779,3.0,2.0,9000000,3.0
7856,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,10200,4.0,1.0,125000000,4.0
7857,Super built-up  Area,Ready To Move,Banaswadi,2 BHK,RailsDa,870,2.0,2.0,3800000,2.0
7858,Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595,3.0,2.0,12000000,3.0
7859,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,2600000,1.0
7860,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,945,5.0,2.0,12000000,4.0
7861,Plot  Area,18-Apr,Basaveswarnagar,6 Bedroom,,2400,4.0,2.0,42000000,6.0
7862,Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,2000,4.0,2.0,13800000,3.0
7863,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCarkna,1614,3.0,2.0,9300000,3.0
7864,Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1200,2.0,3.0,4000000,2.0
7865,Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Sravehi,1150,3.0,3.0,4600000,3.0
7866,Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,,3200,4.0,,44000000,4.0
7867,Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Skacak ,1610,3.0,2.0,8048000,3.0
7868,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1190,2.0,2.0,4100000,2.0
7869,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,SMncyy ,1050,2.0,2.0,5000000,2.0
7870,Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,5.0,2.0,42000000,4.0
7871,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460,2.0,1.0,9700000,3.0
7872,Super built-up  Area,Ready To Move,Jaymahal Road,3 BHK,,3400,3.0,3.0,40000000,3.0
7873,Plot  Area,Ready To Move,Naganathapura,1 Bedroom,,600,1.0,0.0,3300000,1.0
7874,Built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1569,3.0,0.0,7000000,3.0
7875,Built-up  Area,18-Dec,"Off Sarjapur Road, ",3 Bedroom,,2600,3.0,2.0,14700000,3.0
7876,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,645,1.0,0.0,4250000,1.0
7877,Plot  Area,Ready To Move,Nagarbhavi Garden Villas Layout,4 Bedroom,,1200,3.0,1.0,18000000,4.0
7878,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,800,3.0,0.0,9500000,3.0
7879,Built-up  Area,Ready To Move,Mico Layout,2 Bedroom,,800,2.0,1.0,8000000,2.0
7880,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,9000000,2.0
7881,Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,2780,4.0,1.0,32500000,3.0
7882,Super built-up  Area,18-Mar,Rajarajeshwari Nagara,3 BHK,,1410,2.0,2.0,4512000,3.0
7883,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1109,2.0,1.0,3547000,2.0
7884,Super built-up  Area,Ready To Move,Vasanth nagar,4 BHK,LeeyaCa,2000,3.0,2.0,106300000,4.0
7885,Built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,,800,1.0,0.0,7200000,1.0
7886,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,6800000,2.0
7887,Plot  Area,Ready To Move,Basaveshwara Nagar,8 Bedroom,,1230,6.0,0.0,25000000,8.0
7888,Built-up  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2273,4.0,2.0,19200000,3.0
7889,Super built-up  Area,18-Aug,Varthur Road,2 BHK,,1255,2.0,2.0,5276000,2.0
7890,Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,,1020,2.0,1.0,4900000,2.0
7891,Super built-up  Area,18-Jul,T R Mill Road,3 BHK,,1225,2.0,2.0,8200000,3.0
7892,Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1120,2.0,1.0,6000000,2.0
7893,Plot  Area,Ready To Move,Victoria Layout,5 Bedroom,,2400,5.0,3.0,62500000,5.0
7894,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225,2.0,1.0,6900000,3.0
7895,Plot  Area,Ready To Move,Whitefield,4 Bedroom,UKe 2nz,5200,5.0,3.0,24200000,4.0
7896,Built-up  Area,Ready To Move,Indira Nagar,4 BHK,,4000,4.0,1.0,70000000,4.0
7897,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,14500000,3.0
7898,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425,3.0,1.0,19700000,3.0
7899,Plot  Area,18-Sep,ITPL,3 Bedroom,,1200,3.0,1.0,5612000,3.0
7900,Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1127,2.0,1.0,4500000,2.0
7901,Built-up  Area,18-Jun,Whitefield,3 BHK,,1655,3.0,2.0,9700000,3.0
7902,Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,,500,1.0,1.0,1400000,1.0
7903,Plot  Area,18-Jul,Varthur,3 Bedroom,,1200,3.0,1.0,6838000,3.0
7904,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,P num P,1000,2.0,2.0,4300000,2.0
7905,Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,,1225,2.0,2.0,4788000,2.0
7906,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Hedosme,1350,2.0,2.0,4500000,2.0
7907,Plot  Area,18-Apr,Nagarbhavi,4 Bedroom,,600,5.0,3.0,9500000,4.0
7908,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Mosom B,1175,2.0,3.0,4900000,2.0
7909,Super built-up  Area,Ready To Move,Sanne Amanikere,1 BHK,Hoxiaa ,655,1.0,2.0,2700000,1.0
7910,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1311,2.0,1.0,8486000,3.0
7911,Plot  Area,Ready To Move,Banashankari Stage VI,3 Bedroom,,600,4.0,0.0,9000000,3.0
7912,Carpet  Area,Ready To Move,CV Raman Nagar,2 BHK,Mancyes,1000,2.0,1.0,3850000,2.0
7913,Super built-up  Area,Ready To Move,Indira Nagar Stage 2,2 BHK,,1196,2.0,1.0,9600000,2.0
7914,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1050,2.0,1.0,5900000,3.0
7915,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1275,2.0,2.0,5200000,3.0
7916,Carpet  Area,Ready To Move,Hommadevanahalli,2 BHK,,927,2.0,1.0,5000000,2.0
7917,Super built-up  Area,Ready To Move,Varthur,3 BHK,CaestSr,1520,2.0,3.0,6100000,3.0
7918,Plot  Area,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,,2400,5.0,2.0,39500000,4.0
7919,Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,10400000,2.0
7920,Super built-up  Area,18-Mar,Tunganagara,1 BHK,DSdidSp,600,1.0,0.0,1800000,1.0
7921,Super built-up  Area,18-Sep,Abbigere,3 BHK,DSestma,1326,2.0,1.0,3479999,3.0
7922,Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,PualeSk,1618 - 1929,,,8512500,3.0
7923,Built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1370,2.0,2.0,12500000,2.0
7924,Super built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1100,2.0,2.0,8500000,2.0
7925,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1650,3.0,3.0,10000000,3.0
7926,Super built-up  Area,18-May,Kasavanhalli,3 BHK,,1917,3.0,2.0,13200000,3.0
7927,Carpet  Area,Ready To Move,Doddakannelli,3 BHK,,780,3.0,,7500000,3.0
7928,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950,2.0,1.0,5811000,2.0
7929,Super built-up  Area,Ready To Move,T C Palya main Road,2 BHK,,1175,2.0,1.0,4872000,2.0
7930,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,,1089,2.0,1.0,4355000,2.0
7931,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,17500000,3.0
7932,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,6850000,2.0
7933,Super built-up  Area,Ready To Move,Sarjapur,1 BHK,SNityVe,650,1.0,2.0,1987000,1.0
7934,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1850,3.0,2.0,15000000,3.0
7935,Built-up  Area,Ready To Move,Vishwapriya Nagar,4 Bedroom,,2800,4.0,1.0,20000000,4.0
7936,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,945,2.0,,4000000,2.0
7937,Super built-up  Area,22-Dec,Koramangala,2 BHK,,1161,2.0,1.0,6385000,2.0
7938,Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,Naiewre,1630,3.0,2.0,5135000,3.0
7939,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,1310,2.0,2.0,6000000,3.0
7940,Super built-up  Area,Ready To Move,Lake City,2 BHK,,750,2.0,1.0,2800000,2.0
7941,Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,6777000,3.0
7942,Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000,2.0,1.0,4500000,2.0
7943,Plot  Area,Ready To Move,Old Madras Road,4 Bedroom,,4000,4.0,2.0,22500000,4.0
7944,Built-up  Area,Ready To Move,Nagavara,2 BHK,,1315,2.0,2.0,7000000,2.0
7945,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,NCensun,1370,2.0,2.0,9000000,3.0
7946,Plot  Area,Ready To Move,Ulsoor,5 Bedroom,,1200,4.0,3.0,15000000,5.0
7947,Built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1465,3.0,3.0,9000000,2.0
7948,Plot  Area,Ready To Move,JP Nagar,3 BHK,,20000,3.0,,17500000,3.0
7949,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,6400000,2.0
7950,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Silusti,1250,2.0,2.0,7000000,3.0
7951,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,11700000,3.0
7952,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1284,2.0,2.0,7500000,3.0
7953,Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2600,3.0,2.0,19900000,3.0
7954,Super built-up  Area,19-Jun,Kodigehalli,3 BHK,,1820,3.0,2.0,15000000,3.0
7955,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1580,3.0,1.0,7300000,3.0
7956,Built-up  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,2650,3.0,2.0,12500000,3.0
7957,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,6800000,2.0
7958,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1075,2.0,1.0,4000000,2.0
7959,Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,JaniaGa,1400,2.0,3.0,7800000,3.0
7960,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1400,2.0,1.0,5500000,3.0
7961,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,3000000,2.0
7962,Super built-up  Area,Ready To Move,Hegde Nagar,4 BHK,,2600,4.0,3.0,4000000,4.0
7963,Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508 - 4201,6.0,0.0,38550000,4.0
7964,Super built-up  Area,Ready To Move,Richards Town,2 BHK,,800,2.0,1.0,8500000,2.0
7965,Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,8500000,2.0
7966,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1175,2.0,2.0,4348000,2.0
7967,Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,,2400,3.0,,27000000,3.0
7968,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767,3.0,2.0,10900000,3.0
7969,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Asncywo,1800,3.0,1.0,9000000,4.0
7970,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3.0,2.0,13500000,3.0
7971,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1200,3.0,,14000000,3.0
7972,Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,Puwerun,1613,3.0,0.0,15000000,3.0
7973,Super built-up  Area,Ready To Move,Jakkur,4 BHK,Cruran ,6830,5.0,,79500000,4.0
7974,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1290,2.0,0.0,9000000,2.0
7975,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375,2.0,1.0,7800000,2.0
7976,Super built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,985,2.0,2.0,5700000,2.0
7977,Plot  Area,Ready To Move,Jeevan bima nagar,4 Bedroom,,1200,4.0,1.0,20000000,4.0
7978,Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1099,2.0,1.0,3750000,2.0
7979,Super built-up  Area,18-Mar,Electronic City,1 BHK,Sidin J,605,1.0,0.0,1331000,1.0
7980,Super built-up  Area,Ready To Move,1 Immadihalli,11 BHK,,6000,12.0,,15000000,11.0
7981,Built-up  Area,Ready To Move,RMV Extension Stage 2,7 Bedroom,,3600,7.0,3.0,16000000,7.0
7982,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1200,2.0,1.0,5300000,2.0
7983,Built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1000,2.0,1.0,4500000,2.0
7984,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1159,2.0,3.0,3800000,3.0
7985,Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Adeatlm,3692,5.0,,34000000,5.0
7986,Plot  Area,Ready To Move,Devi Nagar,2 Bedroom,,600,2.0,1.0,8000000,2.0
7987,Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,4.0,3.0,60000000,4.0
7988,Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1540,2.0,2.0,7800000,3.0
7989,Built-up  Area,Ready To Move,"JP Nagar 7th Phase, ",3 BHK,,1503,2.0,2.0,9300000,3.0
7990,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,12000000,3.0
7991,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sungspr,1580,3.0,1.0,6000000,3.0
7992,Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Amsomun,1190,2.0,2.0,3925000,2.0
7993,Plot  Area,Ready To Move,Sampigehalli,2 Bedroom,,1200,2.0,1.0,6100000,2.0
7994,Plot  Area,Ready To Move,HAL 2nd Stage,7 Bedroom,,1000,7.0,3.0,25000000,7.0
7995,Super built-up  Area,18-Nov,Jakkur,2 BHK,,850,1.0,1.0,1990000,2.0
7996,Super built-up  Area,Ready To Move,Domlur,3 BHK,,2180,3.0,2.0,28500000,3.0
7997,Super built-up  Area,Ready To Move,Hennur Bande,3 BHK,,2500,2.0,1.0,6000000,3.0
7998,Plot  Area,18-Dec,ITPL,3 Bedroom,,1200,3.0,1.0,5612000,3.0
7999,Super built-up  Area,Ready To Move,Kamakshipalya,3 BHK,,1500,2.0,2.0,5200000,3.0
8000,Plot  Area,Ready To Move,Navodaya Nagar,5 Bedroom,,1200,3.0,2.0,18000000,5.0
8001,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1880,3.0,3.0,12000000,3.0
8002,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Saalpas,1150,2.0,2.0,4500000,2.0
8003,Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4408,4.0,2.0,34400000,4.0
8004,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2.0,2.0,3511000,2.0
8005,Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,7800,6.0,,38500000,5.0
8006,Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,,600,6.0,3.0,10000000,6.0
8007,Plot  Area,18-Feb,Pattanagere,4 Bedroom,,750,4.0,1.0,9500000,4.0
8008,Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962,3.0,2.0,17500000,3.0
8009,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,24000000,5.0
8010,Super built-up  Area,18-Nov,B Narayanapura,3 BHK,,1765,3.0,2.0,7727000,3.0
8011,Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,1174,2.0,1.0,2935000,2.0
8012,Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,Saenett,1894,3.0,1.0,11500000,3.0
8013,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,960,2.0,2.0,13800000,4.0
8014,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,14200000,3.0
8015,Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,,1768,3.0,3.0,9500000,3.0
8016,Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,0.0,9700000,3.0
8017,Plot  Area,17-Jul,Kumara Park,4 Bedroom,,3500,5.0,1.0,80000000,4.0
8018,Plot  Area,18-Dec,Whitefield,2 Bedroom,,1200,2.0,1.0,4500000,2.0
8019,Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540,4.0,0.0,16000000,4.0
8020,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1137,2.0,1.0,5340000,2.0
8021,Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,2249.81 - 4112.19,,,22900000,4.0
8022,Plot  Area,Ready To Move,Guni Agrahara,7 Bedroom,,1200,6.0,,11500000,7.0
8023,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1568,2.0,2.0,10000000,3.0
8024,Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Pardst ,4900 - 4940,4.0,0.0,39350000,4.0
8025,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Concyvi,1308,2.0,1.0,6000000,2.0
8026,Super built-up  Area,19-Aug,Shankarapuram,4 BHK,,3060,4.0,2.0,35000000,4.0
8027,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1200,2.0,1.0,4100000,3.0
8028,Super built-up  Area,Ready To Move,Shetty Halli,1 BHK,,800,1.0,2.0,3200000,1.0
8029,Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530,1.0,1.0,1350000,1.0
8030,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,873,2.0,1.0,4000000,3.0
8031,Plot  Area,Ready To Move,AGB Layout,7 Bedroom,,3000,6.0,3.0,14500000,7.0
8032,Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,,1200,4.0,1.0,23500000,4.0
8033,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,,958,2.0,1.0,3353000,2.0
8034,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,16000000,3.0
8035,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273,3.0,3.0,15900000,3.0
8036,Plot  Area,18-May,Banashankari Stage VI,3 Bedroom,,600,3.0,2.0,9000000,3.0
8037,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,5000000,1.0
8038,Super built-up  Area,Ready To Move,Dommasandra,2 BHK,,1090,2.0,2.0,4350000,2.0
8039,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,15500000,3.0
8040,Super built-up  Area,Ready To Move,Bellandur,3 BHK,,2666,3.0,1.0,23000000,3.0
8041,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,KPiteEl,1550,2.0,1.0,8900000,3.0
8042,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,5000000,2.0
8043,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,5300000,2.0
8044,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1200,2.0,2.0,4500000,2.0
8045,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1435,2.0,2.0,6000000,3.0
8046,Built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1400,2.0,3.0,4500000,3.0
8047,Super built-up  Area,Ready To Move,Judicial Layout,4 BHK,MNnia E,2330,3.0,2.0,9471000,4.0
8048,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inulat ,1200,2.0,3.0,6000000,2.0
8049,Super built-up  Area,Ready To Move,Panathur,2 BHK,,1000,2.0,2.0,4000000,2.0
8050,Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,DSnjh S,1655,2.0,2.0,6289000,3.0
8051,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,,3600,9.0,3.0,24000000,9.0
8052,Plot  Area,Ready To Move,Bidrahalli,1 Bedroom,,600,1.0,1.0,3500000,1.0
8053,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Avine A,1175,2.0,1.0,5000000,2.0
8054,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,2.0,4043000,2.0
8055,Plot  Area,Ready To Move,Magadi Road,3 Bedroom,Anensva,1200,3.0,2.0,9800000,3.0
8056,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1149,2.0,2.0,6500000,2.0
8057,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1610 - 1880,,,9848500,3.0
8058,Plot  Area,Ready To Move,Choodasandra,4 Bedroom,LGlarAs,3200,4.0,2.0,37500000,4.0
8059,Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,,1010,2.0,2.0,5500000,2.0
8060,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3.0,2.0,11900000,3.0
8061,Super built-up  Area,Ready To Move,Bilal Nagar,2 BHK,,650,1.0,1.0,2000000,2.0
8062,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1330,2.0,2.0,7700000,2.0
8063,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Srarkha,1200,2.0,2.0,6800000,2.0
8064,Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,Hiatei ,1693,3.0,2.0,8900000,3.0
8065,Super built-up  Area,19-Dec,Koramangala,2 BHK,Prood P,1249,2.0,1.0,16500000,2.0
8066,Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1800,4.0,1.0,12500000,3.0
8067,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,900,2.0,0.0,5500000,2.0
8068,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020,2.0,1.0,4600000,2.0
8069,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,1700,3.0,2.0,7700000,3.0
8070,Built-up  Area,18-Jun,Panathur,1 BHK,,661,1.0,1.0,4000000,1.0
8071,Super built-up  Area,17-Sep,Bannerghatta Road,2 BHK,GRarken,1280,2.0,2.0,6016000,2.0
8072,Plot  Area,Ready To Move,Krishna Nagar,5 Bedroom,,1000,4.0,2.0,9000000,5.0
8073,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,,1170,2.0,1.0,4800000,2.0
8074,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,5800000,1.0
8075,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150,2.0,0.0,4400000,2.0
8076,Super built-up  Area,Ready To Move,Benson Town,4 BHK,Saentva,3633,6.0,2.0,55000000,4.0
8077,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Tiitela,1380,3.0,3.0,13000000,3.0
8078,Built-up  Area,Ready To Move,Banjara Layout,2 Bedroom,,1050,2.0,1.0,6480000,2.0
8079,Super built-up  Area,Ready To Move,Kanakapura Main Road,2 BHK,,1080,2.0,1.0,3779999,2.0
8080,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303,2.0,1.0,9000000,2.0
8081,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,4054000,2.0
8082,Built-up  Area,Ready To Move,Nagarbhavi,5 Bedroom,,2500,3.0,2.0,18000000,5.0
8083,Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,,1200,4.0,1.0,9500000,5.0
8084,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,3.0,2.0,4100000,3.0
8085,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,8700000,3.0
8086,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Vimesar,1200,2.0,3.0,4900000,2.0
8087,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1120,2.0,2.0,6500000,2.0
8088,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755 - 770,1.0,0.0,4540000,1.0
8089,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNdri N,1245,2.0,1.0,7500000,2.0
8090,Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3978,4.0,3.0,42800000,4.0
8091,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1093,2.0,1.0,3400000,2.0
8092,Super built-up  Area,18-Jul,Electronic City,2 BHK,,1025,1.0,1.0,2663000,2.0
8093,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1345,2.0,1.0,9700000,2.0
8094,Plot  Area,Ready To Move,Suryanagar,2 Bedroom,,1500,2.0,1.0,4500000,2.0
8095,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saityat,1180,2.0,1.0,8600000,2.0
8096,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020,2.0,1.0,4845000,2.0
8097,Super built-up  Area,Ready To Move,Nanjappa Layout,3 BHK,,1800,3.0,3.0,8500000,3.0
8098,Super built-up  Area,18-Aug,Konanakunte,4 BHK,Prasa W,3621,4.0,1.0,51100000,4.0
8099,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,2008,3.0,2.0,17000000,3.0
8100,Super built-up  Area,18-Jun,Kothannur,3 BHK,,1240,2.0,2.0,3985000,3.0
8101,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,JKmesHo,1020,2.0,1.0,5500000,2.0
8102,Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3 BHK,BrriaLu,2095,3.0,2.0,14200000,3.0
8103,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,2.0,6263000,3.0
8104,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Neite T,694,1.0,0.0,3084000,1.0
